state,year,treated,employment_rate,part_time_rate
WA,1975,0,0.6164474444373905,0.12276319291489685
WV,1975,0,0.5945142537896138,0.12373355367488026
WI,1975,0,0.6163898372882551,0.12228384932871816
WY,1975,0,0.6001103154558459,0.1328374341032484
AL,1976,0,0.6092657851073444,0.11611286553655897
AK,1976,0,0.5889651306751666,0.10586163016809448
AZ,1976,0,0.6225824344995754,0.11375839534235904
AR,1976,0,0.6229559907043063,0.11488510685756392
CA,1976,0,0.6435991108865091,0.12430410499061659
CO,1976,0,0.6017899799908896,0.1174858795254947
CT,1976,0,0.6007727454278894,0.1135066581620103
DE,1976,0,0.6242870068872493,0.12338907743690596
FL,1976,0,0.6165302782776557,0.1457174907189696
GA,1976,0,0.61420940480928,0.11355895738235643
HI,1976,0,0.6147404026798733,0.11850492342129126
ID,1976,0,0.5740144794200487,0.10000138771809167
IL,1976,0,0.6180596179478365,0.12172287777524186
IN,1976,0,0.621150706285332,0.10718381203405974
IA,1976,0,0.6220451192495438,0.10668337699485694
KS,1976,0,0.6002877080578422,0.118153884076451
KY,1976,0,0.622342917158833,0.10694706983528812
LA,1976,0,0.6175682187404394,0.1224254019333652
ME,1976,0,0.5890445488138196,0.09887078979862247
MD,1976,0,0.5798918545497276,0.12439043737483725
MA,1976,0,0.5953839479456735,0.1398112672143895
MI,1976,0,0.6330618873049336,0.11090840530659955
MN,1976,0,0.6337513438262967,0.11800654097190647
MS,1976,0,0.5965036352577132,0.11297768166027548
MO,1976,0,0.6035125344935347,0.12285613318019034
MT,1976,0,0.6021645310121201,0.12418950471449466
NE,1976,0,0.5905955755180867,0.10009588475449166
NV,1976,0,0.5866829007255318,0.12455337338743774
NH,1976,0,0.6320875727062275,0.10936057111389062
NJ,1976,0,0.6456098558045313,0.0929737718335361
NM,1976,0,0.6028783349514176,0.10394386217999843
NY,1976,0,0.6319085107540126,0.11209213037206019
NC,1976,0,0.6093074447375668,0.12486977455834633
ND,1976,0,0.6122063265804311,0.11082690728205472
OH,1976,0,0.5825502790932943,0.10421628775894512
OK,1976,0,0.5900010861861081,0.1178172560915278
OR,1976,0,0.6178576668228826,0.13189576114554594
PA,1976,0,0.6159267993142935,0.13479230278288018
RI,1976,0,0.5931349304714673,0.10445965699891566
SC,1976,0,0.6306741204347791,0.10565392843521038
SD,1976,0,0.5983124967783335,0.1272256650164484
TN,1976,0,0.6170054848068015,0.1475621501158827
TX,1976,0,0.56213439197783,0.11323419844413608
UT,1976,0,0.6055958675975976,0.11361510727276002
VT,1976,0,0.5884692636874297,0.10837029596350492
VA,1976,0,0.5991552633249982,0.13435759571423153
WA,1976,0,0.5793589283196519,0.11403601128745922
WV,1976,0,0.6040495803183362,0.11419285582409296
WI,1976,0,0.5832916551052765,0.13179544586351083
WY,1976,0,0.5958485100377284,0.12096240500717491
AL,1977,0,0.593845393589104,0.11268860318111917
AK,1977,0,0.5854944700399989,0.11620046124614973
AZ,1977,0,0.5846378181149486,0.1258222802600944
AR,1977,0,0.6284807928960596,0.12279737216357446
CA,1977,0,0.585150169977339,0.11448222642200542
CO,1977,0,0.6059974470020916,0.12179488699614491
CT,1977,0,0.5974104236469479,0.11362750310391986
DE,1977,0,0.5944378540521082,0.12385389855639889
FL,1977,0,0.603345231478109,0.11556924136006684
GA,1977,0,0.6131434047033494,0.11024172517900348
HI,1977,0,0.6412436734967742,0.12489191981363257
ID,1977,0,0.6072405105095072,0.11753872226972134
IL,1977,0,0.5921776213235287,0.12458524598735238
IN,1977,0,0.6262163759936848,0.11304629708826365
IA,1977,0,0.6207328540133675,0.12311134512027691
KS,1977,0,0.6099518781072969,0.12056633483794169
KY,1977,0,0.6087247937609375,0.1136146289459616
LA,1977,0,0.6212533568989586,0.11672323135026828
ME,1977,0,0.607679450327747,0.11509800559118293
MD,1977,0,0.5975163645403652,0.12123401937195542
MA,1977,0,0.6086794445152375,0.11846777734929279
MI,1977,0,0.596844308578888,0.11901119617344476
MN,1977,0,0.613671295669616,0.10917229448526442
MS,1977,0,0.5905574675243286,0.1283622963436546
MO,1977,0,0.6274523861841144,0.12066940295899004
MT,1977,0,0.5991169180934361,0.1093132452942373
NE,1977,0,0.6008001767566785,0.11667581964206702
NV,1977,0,0.5805613077522186,0.1319592703900605
NH,1977,0,0.626615716968211,0.12678662774477262
NJ,1977,0,0.5981576353453886,0.1136512738177821
NM,1977,0,0.6066121772331416,0.11841000892025212
NY,1977,0,0.6089168687014049,0.13143465246058436
NC,1977,0,0.6331542502256229,0.11656323959241648
ND,1977,0,0.6147857548784839,0.11491730794625701
OH,1977,0,0.6172248647441286,0.12478442879528095
OK,1977,0,0.5866985933522606,0.133738143621924
OR,1977,0,0.5930230719466608,0.1245736762017289
PA,1977,0,0.6074716125474029,0.12229392745041374
RI,1977,0,0.6205990276316552,0.11151633558633645
SC,1977,0,0.6532329470127088,0.12049548985147353
SD,1977,0,0.6193412442326122,0.12385936275100055
TN,1977,0,0.6019538413015376,0.12366220165309982
TX,1977,0,0.6114160279136327,0.12497200043334732
UT,1977,0,0.6211345418098939,0.11462802841957195
VT,1977,0,0.6019104847585018,0.1155932457667237
VA,1977,0,0.6146923493447956,0.11899401661972236
WA,1977,0,0.6226283319307729,0.1261835583557367
WV,1977,0,0.6047479830388345,0.13402665146767506
WI,1977,0,0.6150870396473416,0.1157400142825218
WY,1977,0,0.6061532672863414,0.12468143643873415
AL,1978,0,0.6239702013840778,0.11763992116335303
AK,1978,0,0.605955092441238,0.1157413987581184
AZ,1978,0,0.6001618231901963,0.11212787676756822
AR,1978,0,0.6108126615874919,0.12150170224328047
CA,1978,0,0.6426170767675897,0.10949656426245377
CO,1978,0,0.6271665341884487,0.11183799533257642
CT,1978,0,0.6264440083629458,0.10457015398820074
DE,1978,0,0.6317819420371553,0.09665403409669251
FL,1978,0,0.6177895840558066,0.11538543881107825
GA,1978,0,0.6282813023539295,0.12387220770928777
HI,1978,0,0.6139721093156048,0.11112531250798814
ID,1978,0,0.6220106495798744,0.11550508209293833
IL,1978,0,0.5927103655531522,0.11053383614636163
IN,1978,0,0.5822157695509428,0.09973513317159168
IA,1978,0,0.6294613856636015,0.1198065029878756
KS,1978,0,0.6214372270656283,0.12463766982368914
KY,1978,0,0.605188857981452,0.11698037290024883
LA,1978,0,0.5974516864987075,0.11996268076369145
ME,1978,0,0.6289429427569988,0.12792414126845617
MD,1978,0,0.6254718647006648,0.1308261262437319
MA,1978,0,0.6274951811658095,0.1402336926210926
MI,1978,0,0.6090031497866958,0.11222792546805914
MN,1978,0,0.63716973753043,0.11772112776068917
MS,1978,0,0.6332596011859428,0.1127209990001384
MO,1978,0,0.6336565196566366,0.13391010532524603
MT,1978,0,0.6236039337987354,0.13085912794819549
NE,1978,0,0.611769149291523,0.11512403497768066
NV,1978,0,0.6134066443155745,0.12220273514367781
NH,1978,0,0.612380952167926,0.1338476049453118
NJ,1978,0,0.5984145065355029,0.10539444074627369
NM,1978,0,0.6260513085945262,0.10695943008984665
NY,1978,0,0.6340944612100093,0.1318915249978985
NC,1978,0,0.6070059801131148,0.12939902705016545
ND,1978,0,0.6141163031417958,0.1238406117858767
OH,1978,0,0.5685739884515664,0.11578820518918136
OK,1978,0,0.6307172312322886,0.11914401094409342
OR,1978,0,0.6071021442982286,0.12099183282364875
PA,1978,0,0.6129412569331999,0.11041024209007515
RI,1978,0,0.6136819350192811,0.12480168790470364
SC,1978,0,0.5851699222433676,0.10387492538644023
SD,1978,0,0.6093200750871729,0.1333839386168167
TN,1978,0,0.6213626566609531,0.1153531927682846
TX,1978,0,0.6052885798215363,0.10524061430998206
UT,1978,0,0.6167135978075107,0.12630950629326224
VT,1978,0,0.599365366084687,0.12710325616396353
VA,1978,0,0.6028244667517154,0.12812623151076719
WA,1978,0,0.6370948857280299,0.10497443889668934
WV,1978,0,0.6120903866721242,0.11969988196751984
WI,1978,0,0.577884508075693,0.12877723315079073
WY,1978,0,0.6332888456425154,0.13175759039299365
AL,1979,0,0.6292776322206238,0.11662784662677762
AK,1979,0,0.5959545097070166,0.11064627751787587
AZ,1979,0,0.6198262652836135,0.12654556423426214
AR,1979,0,0.634871856177043,0.11605061385054193
CA,1979,0,0.621593144570476,0.11206531483325959
CO,1979,0,0.6091079150102605,0.12496846817571339
CT,1979,0,0.63515889039516,0.10658167702815241
DE,1979,0,0.6206531603134936,0.11197819195567334
FL,1979,0,0.6217666356830326,0.14108681747520546
GA,1979,0,0.6132148418431611,0.11680968482437393
HI,1979,0,0.6214748158550282,0.10911575523155047
ID,1979,0,0.625553304118565,0.09627815630438995
IL,1979,0,0.5996941632737217,0.12888405456592608
IN,1979,0,0.612019064412981,0.11832832077291595
IA,1979,0,0.6044747265821108,0.10374368481260653
KS,1979,0,0.5949199088811662,0.11515727543347838
KY,1979,0,0.5870732291163016,0.10260335777437798
LA,1979,0,0.6237500227076672,0.12985899652663652
ME,1979,0,0.6261898209544606,0.12549100494269277
MD,1979,0,0.632996197123315,0.10425569954170527
MA,1979,0,0.596098576748366,0.11631315466076991
MI,1979,0,0.6050615503222331,0.12334694866191435
MN,1979,0,0.6205200869627867,0.10417150832958678
MS,1979,0,0.6115705273351004,0.1089025751082577
MO,1979,0,0.6356271427872757,0.1274907060559676
MT,1979,0,0.6374955519333693,0.10897711246312067
NE,1979,0,0.6212291304633333,0.11813634106701283
NV,1979,0,0.6131874676870118,0.10799666083991649
NH,1979,0,0.6449263232591629,0.10951983804472351
NJ,1979,0,0.5958777099096613,0.11178259552936252
NM,1979,0,0.5914457510110589,0.12343035850537529
NY,1979,0,0.6338464988696313,0.1363467880739751
NC,1979,0,0.6093757843530174,0.13667906171635136
ND,1979,0,0.6190315101526214,0.10701201829981513
OH,1979,0,0.6119144010218676,0.12364892070026477
OK,1979,0,0.6089840673998302,0.12655199205087664
OR,1979,0,0.6392984348059645,0.12934146061511528
PA,1979,0,0.6213276135453086,0.12155350608659087
RI,1979,0,0.6598540763574076,0.13664940874832282
SC,1979,0,0.6044855010405472,0.12406923310622264
SD,1979,0,0.6228621885474759,0.12068715517136992
TN,1979,0,0.6067913159352413,0.1223010258416013
TX,1979,0,0.6281719586474285,0.1070798444684853
UT,1979,0,0.6221063674301442,0.11275980223694951
VT,1979,0,0.6410615354969784,0.10501896079636586
VA,1979,0,0.628140876864228,0.12979632077571276
WA,1979,0,0.6386362778564263,0.1300829023371239
WV,1979,0,0.6143718044460745,0.11441353140666698
WI,1979,0,0.6210652308628144,0.12853726263626303
WY,1979,0,0.6379462356502243,0.11738661503763526
AL,1980,0,0.6369936582849285,0.10835350257484734
AK,1980,0,0.5993777854024416,0.11653554096747813
AZ,1980,0,0.6073228048684627,0.13608202141021977
AR,1980,0,0.6465830488821451,0.11151790111693587
CA,1980,0,0.6125485270960902,0.12322412851009777
CO,1980,0,0.60923399615476,0.11437249772143511
CT,1980,0,0.6071780935591881,0.12491961909184758
DE,1980,0,0.6011387315631571,0.10984585094823485
FL,1980,0,0.6587197839246747,0.11245961398808262
GA,1980,0,0.6417329000482763,0.12308892080949813
HI,1980,0,0.6622052345223618,0.11742831255244146
ID,1980,0,0.6334814158704294,0.13327057449060964
IL,1980,0,0.63683815435054,0.10481080275981197
IN,1980,0,0.6258161107411494,0.11264608861260304
IA,1980,0,0.6066966582920704,0.12393773218668405
KS,1980,0,0.6216519382881516,0.11536859574851767
KY,1980,0,0.6110753302405182,0.14102766834809044
LA,1980,0,0.6315347292700727,0.12402590000251108
ME,1980,0,0.6197868108889434,0.11886726217694343
MD,1980,0,0.6094821409434873,0.12681434841599262
MA,1980,0,0.6515008952366426,0.10822064412043855
MI,1980,0,0.6481677625922716,0.12320977479738525
MN,1980,0,0.622661565755613,0.11367232635812102
MS,1980,0,0.6308659692262447,0.0997129662308164
MO,1980,0,0.5988895113842523,0.1453179178669722
MT,1980,0,0.6320588064913111,0.1193310808765558
NE,1980,0,0.6425045913959915,0.10752476070260301
NV,1980,0,0.6479055760104108,0.13179444980329277
NH,1980,0,0.6289531498072135,0.1438281704088737
NJ,1980,0,0.6328692604838404,0.11351158892832619
NM,1980,0,0.61525283358919,0.12618987530097828
NY,1980,0,0.6276260657964521,0.11824672878068826
NC,1980,0,0.6325898966953849,0.11309929832992062
ND,1980,0,0.6453226847655418,0.11222835550517836
OH,1980,0,0.657289492591788,0.11307076309042266
OK,1980,0,0.6347772105727332,0.1149027343420409
OR,1980,0,0.6301662874310651,0.1212775923589307
PA,1980,0,0.6556457451296676,0.12720122803151235
RI,1980,0,0.6375582580467146,0.11875170260769136
SC,1980,0,0.6214104694879289,0.12259001516746362
SD,1980,0,0.6320587447657771,0.11982801682926321
TN,1980,0,0.6240947289273383,0.10574611157841288
TX,1980,0,0.6295619541895144,0.12888242311699047
UT,1980,0,0.6014341626850597,0.10855046524138455
VT,1980,0,0.6135281572406485,0.11360670371149842
VA,1980,0,0.6198948829721553,0.10812100791893339
WA,1980,0,0.5987341455295987,0.12762866919953295
WV,1980,0,0.631403789966082,0.11120705276777226
WI,1980,0,0.6063331409968866,0.11120904406729717
WY,1980,0,0.6331614245090759,0.10440155514518924
AL,1981,0,0.6538503115377551,0.11950066617752449
AK,1981,0,0.5830646128959248,0.12772919333673263
AZ,1981,0,0.6294516738465068,0.13603704976251224
AR,1981,0,0.6324581997452645,0.1285661594041717
CA,1981,0,0.6274206569723908,0.11498256919585487
CO,1981,0,0.6296300631430076,0.13427815322685066
CT,1981,0,0.6422087636894043,0.1267905366521889
DE,1981,0,0.6270981695686346,0.11578790791448873
FL,1981,0,0.6518091056706835,0.11489005099195276
GA,1981,0,0.6389982385335481,0.10950977387237812
HI,1981,0,0.6082751122110023,0.12043628263716283
ID,1981,0,0.6341610198970984,0.13895024730822408
IL,1981,0,0.6404946513777753,0.1123486359164987
IN,1981,0,0.6327714746878597,0.12404579478632397
IA,1981,0,0.6245709243615702,0.1215525069122141
KS,1981,0,0.5949009944253243,0.1076793198703443
KY,1981,0,0.6081294376735465,0.12138266411522107
LA,1981,0,0.6184782319150489,0.12652910209829477
ME,1981,0,0.630325669526865,0.10977326656943664
MD,1981,0,0.6322237203627666,0.12274056956583874
MA,1981,0,0.6438446899724902,0.12544866098908503
MI,1981,0,0.6434051447680843,0.13217294216246295
MN,1981,0,0.5998914743875958,0.12729505677819494
MS,1981,0,0.6339134265513747,0.11731217303372617
MO,1981,0,0.6234461821354789,0.11326406160543598
MT,1981,0,0.634028886064124,0.12624256594997316
NE,1981,0,0.6477433032572217,0.10930761002050719
NV,1981,0,0.6591192346274035,0.1544885751671756
NH,1981,0,0.6193893282038228,0.1202150354353008
NJ,1981,0,0.6215220436725387,0.125042282339224
NM,1981,0,0.6380476840782191,0.12468375780078779
NY,1981,0,0.6263222924739561,0.11984791540653804
NC,1981,0,0.6613631356514249,0.12165569505447733
ND,1981,0,0.6371840365526509,0.11642009610250205
OH,1981,0,0.6251157059321961,0.10087348438846455
OK,1981,0,0.618711463536019,0.13530905333087076
OR,1981,0,0.6340056868519183,0.1154760340491679
PA,1981,0,0.6180360473009834,0.1351754866476374
RI,1981,0,0.6367282943618875,0.11492580255590468
SC,1981,0,0.6650757825495323,0.1229299313537358
SD,1981,0,0.6264707410425865,0.11800420651206374
TN,1981,0,0.5974504500933575,0.11828360469344498
TX,1981,0,0.6345219503664559,0.12016993453943511
UT,1981,0,0.6448213271418067,0.12370159447695743
VT,1981,0,0.6379136145827774,0.1163870901982193
VA,1981,0,0.638366040488453,0.12477989593482436
WA,1981,0,0.6350488293664012,0.12918224441656526
WV,1981,0,0.608678087845212,0.12395957403868474
WI,1981,0,0.642426912411709,0.11252343627797663
WY,1981,0,0.5919627357465992,0.13245427605261562
AL,1982,0,0.6458571521699469,0.1238521472551754
AK,1982,1,0.6284964452687842,0.1342485816924754
AZ,1982,0,0.6349810025704002,0.11860974552695396
AR,1982,0,0.6374838555724553,0.1172809390668071
CA,1982,0,0.6502312837763369,0.11893682869570546
CO,1982,0,0.6182228529252746,0.11705927560094363
CT,1982,0,0.6300453907475575,0.13204709571784262
DE,1982,0,0.6374680181608355,0.10758189769819644
FL,1982,0,0.6547637504579622,0.12539755554141824
GA,1982,0,0.6583620266759668,0.1144188462818208
HI,1982,0,0.6175529861086335,0.12254291742805723
ID,1982,0,0.6397298789301462,0.12861231899882444
IL,1982,0,0.6474506080607071,0.11174393755532995
IN,1982,0,0.6469303237138908,0.14358059862916292
IA,1982,0,0.630263149272192,0.1259471396651278
KS,1982,0,0.635560982560721,0.11907897865463775
KY,1982,0,0.6398116404491615,0.12248989241449572
LA,1982,0,0.6566300609372514,0.11717164474309961
ME,1982,0,0.6077002793685257,0.12493011537548562
MD,1982,0,0.6400000360142741,0.13454807356820517
MA,1982,0,0.6172948697655812,0.12254581341362943
MI,1982,0,0.6380132858402129,0.11518736132480457
MN,1982,0,0.657697831090952,0.12064130907643271
MS,1982,0,0.6226831606620845,0.10758936663471468
MO,1982,0,0.6608999571228819,0.11591634205884456
MT,1982,0,0.6358514659939065,0.11924299126362804
NE,1982,0,0.6430059258791002,0.12885064665208035
NV,1982,0,0.6113929182860068,0.12331389268833348
NH,1982,0,0.6295820647438075,0.12171579019178785
NJ,1982,0,0.6427862443110678,0.10914730935729651
NM,1982,0,0.612650789257332,0.11788910855229455
NY,1982,0,0.6682041416170398,0.12207373071572002
NC,1982,0,0.6511629853546591,0.10628812793284494
ND,1982,0,0.6086441785971223,0.12967801537884632
OH,1982,0,0.6206158041291872,0.1136427434888903
OK,1982,0,0.6252301771859893,0.11661862890167592
OR,1982,0,0.6235741833234216,0.12894468387461122
PA,1982,0,0.6450381241078247,0.13158420712951752
RI,1982,0,0.607628670771869,0.12750528253653196
SC,1982,0,0.6317700150415695,0.14005568233160526
SD,1982,0,0.6415741916020483,0.12369834478874739
TN,1982,0,0.6756615324804238,0.11732659276051133
TX,1982,0,0.6323986064369923,0.12229302132799619
UT,1982,0,0.6297941983070704,0.11106690421740646
VT,1982,0,0.6529930192767714,0.13441761314143494
VA,1982,0,0.6515450185519733,0.11133240113775703
WA,1982,0,0.6353659071198354,0.11057387372320714
WV,1982,0,0.6222277183028107,0.1117138675101148
WI,1982,0,0.6456651611777618,0.1262384995444004
WY,1982,0,0.618827358711607,0.13839063949878783
AL,1983,0,0.6391878455808073,0.12079632233070949
AK,1983,1,0.6384912045465727,0.143271328303306
AZ,1983,0,0.6538081081663799,0.11299406611196167
AR,1983,0,0.6476627333269966,0.12359124410241056
CA,1983,0,0.6257936480039326,0.11167640409444182
CO,1983,0,0.6490818312736937,0.1278990814436049
CT,1983,0,0.635765434093036,0.12617396270947726
DE,1983,0,0.6232492771769932,0.12447581277718861
FL,1983,0,0.6282373306101633,0.10800332599881313
GA,1983,0,0.6281924965993126,0.1309666438419961
HI,1983,0,0.6314593185180818,0.12470144516926072
ID,1983,0,0.6470714400022409,0.1273072205398256
IL,1983,0,0.6233459046607924,0.12080031809434771
IN,1983,0,0.6466384619377742,0.13551478981536197
IA,1983,0,0.6421299002568248,0.12512706485602673
KS,1983,0,0.6260274973126828,0.12437400117195851
KY,1983,0,0.6311782244465564,0.11278035010142232
LA,1983,0,0.6606131778517714,0.12515408317862012
ME,1983,0,0.6596535937145126,0.10853960230710752
MD,1983,0,0.6412038250628455,0.13531651879954018
MA,1983,0,0.6159411855507428,0.13779897768739358
MI,1983,0,0.6312075975096514,0.1088346496824484
MN,1983,0,0.6498622967538913,0.11045365543358518
MS,1983,0,0.6506011468420115,0.11549995551659456
MO,1983,0,0.637515665107224,0.1162675156009466
MT,1983,0,0.6329701404697995,0.1128589983099678
NE,1983,0,0.6340418238321317,0.11593705756830971
NV,1983,0,0.6031598485070591,0.12417714128871526
NH,1983,0,0.6417584705968147,0.13412390579461833
NJ,1983,0,0.6204428716830515,0.1303181633495399
NM,1983,0,0.6185415779320904,0.14079940689940268
NY,1983,0,0.6566048890019548,0.1329621135948824
NC,1983,0,0.6203626749312893,0.1187089522328874
ND,1983,0,0.6522764086126881,0.10889017125067146
OH,1983,0,0.6501741143279032,0.1318759694489916
OK,1983,0,0.6311010976604591,0.11062089289770571
OR,1983,0,0.6385281787087383,0.12359394957381412
PA,1983,0,0.6522450892252791,0.10548170117898809
RI,1983,0,0.6406799695821804,0.11937452424249767
SC,1983,0,0.6562025192921284,0.13340521659675114
SD,1983,0,0.644871548686206,0.10209588450907445
TN,1983,0,0.6193803217584749,0.11830789000698606
TX,1983,0,0.6448299041948738,0.12790508754016588
UT,1983,0,0.6198668268448844,0.0997348617195687
VT,1983,0,0.637787535746804,0.12369222841593233
VA,1983,0,0.6330287419151962,0.11644540968547788
WA,1983,0,0.6284337060939216,0.10383740480291084
WV,1983,0,0.647246637385873,0.12953104568497825
WI,1983,0,0.6389021867092822,0.11945974048377286
WY,1983,0,0.6358103766334233,0.12862177166149907
AL,1984,0,0.633055716014547,0.1160995498271535
AK,1984,1,0.6287689775977385,0.15109813061128563
AZ,1984,0,0.6216389236379625,0.11719121726030504
AR,1984,0,0.6557025804909479,0.10859234848045503
CA,1984,0,0.6533365439341231,0.13239455377365136
CO,1984,0,0.6544862637683356,0.12431492427739695
CT,1984,0,0.6348512186172725,0.10595707696988216
DE,1984,0,0.644843498267301,0.11798621665191615
FL,1984,0,0.6472900258737532,0.12305275743413817
GA,1984,0,0.6546215975284836,0.12002866407107148
HI,1984,0,0.6555402895542211,0.1019388073198716
ID,1984,0,0.6255761036927575,0.12174344837833463
IL,1984,0,0.6394359620008433,0.10103712341787106
IN,1984,0,0.6372952870739467,0.11473438096333509
IA,1984,0,0.6383153016936964,0.11396716198036937
KS,1984,0,0.6308454339957046,0.11796344456559368
KY,1984,0,0.6347978894035685,0.11343075156648343
LA,1984,0,0.6398788695512722,0.10882067512812418
ME,1984,0,0.6508729121407301,0.12233296041720003
MD,1984,0,0.6468404481336081,0.13372364473391118
MA,1984,0,0.633550112554567,0.12340765981710984
MI,1984,0,0.6527290157116774,0.11837739393340983
MN,1984,0,0.6489363806162329,0.11130119271127259
MS,1984,0,0.6283152081974419,0.13171818585544334
MO,1984,0,0.6702561939745457,0.1158866524249253
MT,1984,0,0.6384038623286157,0.12796229013965038
NE,1984,0,0.6672513339796456,0.10480550345369481
NV,1984,0,0.6385857713121128,0.14257021661621985
NH,1984,0,0.6268739428004139,0.11192182722551397
NJ,1984,0,0.6425671425887104,0.13104634171957144
NM,1984,0,0.6425308120179241,0.1212057363687425
NY,1984,0,0.6494896364898798,0.12719885882328466
NC,1984,0,0.6276459488880848,0.12375458996786941
ND,1984,0,0.6329942392726313,0.13353711430636106
OH,1984,0,0.6528142595000693,0.129792932135407
OK,1984,0,0.6274671581580252,0.12009978428073295
OR,1984,0,0.6274091811926102,0.12161048307623987
PA,1984,0,0.6281884842981941,0.1230450470611861
RI,1984,0,0.65343347496474,0.11752988882215414
SC,1984,0,0.6849822868058079,0.12532892235765852
SD,1984,0,0.6593903119047413,0.13140270018732012
TN,1984,0,0.6289991995278913,0.12793037926521036
TX,1984,0,0.65522079596375,0.09794142072745828
UT,1984,0,0.646207833924214,0.12203656343005326
VT,1984,0,0.6334697122008806,0.10822822756646389
VA,1984,0,0.6558893383388277,0.13269031751581098
WA,1984,0,0.6514656126072484,0.1139408480107751
WV,1984,0,0.6416027788833789,0.126311218300926
WI,1984,0,0.6257943373275412,0.10244456530623658
WY,1984,0,0.6659812101614463,0.13479805250528928
AL,1985,0,0.6323414284394986,0.11908163639738002
AK,1985,1,0.6507323246300828,0.141375363313057
AZ,1985,0,0.6536057588108017,0.10708578994446014
AR,1985,0,0.6465617813846258,0.12474707658670775
CA,1985,0,0.6460707049860347,0.13382543000710628
CO,1985,0,0.6361502769848111,0.11304625535882105
CT,1985,0,0.6591431019636219,0.12067724067818829
DE,1985,0,0.6485387132478212,0.12867131848997274
FL,1985,0,0.6739811545049215,0.11372268695003813
GA,1985,0,0.6631583225001043,0.11114393540858762
HI,1985,0,0.6498170008740307,0.10420517462234563
ID,1985,0,0.6449753276514832,0.11466542214353352
IL,1985,0,0.6382158518350453,0.13429270811717708
IN,1985,0,0.6422613288859587,0.11913655883847177
IA,1985,0,0.6430673053182548,0.11411514389388273
KS,1985,0,0.6715377584149589,0.11708546144832867
KY,1985,0,0.6720644751794809,0.11636825410926148
LA,1985,0,0.6497414567969771,0.10880710509938225
ME,1985,0,0.641024433189031,0.1295600804264307
MD,1985,0,0.6343630492264791,0.12244428738292723
MA,1985,0,0.6403044233717543,0.11203095466019569
MI,1985,0,0.6397329035772423,0.11562876816985979
MN,1985,0,0.6676817752065857,0.1053221499510198
MS,1985,0,0.6601030442910254,0.13351117072875057
MO,1985,0,0.6326168611710244,0.12655655575911798
MT,1985,0,0.6296155742280762,0.12234923454485805
NE,1985,0,0.6612655773683651,0.1233238671220557
NV,1985,0,0.648251832438046,0.13711620943409936
NH,1985,0,0.6388582850785497,0.1295791223872452
NJ,1985,0,0.6768603391563779,0.09933876741212916
NM,1985,0,0.660500771411178,0.13111503681693393
NY,1985,0,0.6685669681432415,0.1298967338817891
NC,1985,0,0.6492331646053615,0.11646178106457106
ND,1985,0,0.6509969527219838,0.1380024460710443
OH,1985,0,0.6549024106267994,0.11718241622768613
OK,1985,0,0.6549086720363783,0.1312360142332462
OR,1985,0,0.6425203946408038,0.1124913420316001
PA,1985,0,0.6609387979191446,0.10897036695204612
