household_id,adults,children,state,occupation_group,market_income,weight,employed,age_head,ai_exposure,automation_prone,augmentation_prone
47,1,0,FL,production,44625,1.3364992786664516,1,66,0.35,0.45,0.55
48,1,1,GA,healthcare_support,34737,0.88013514818158,0,73,0.3,0.2,0.8
49,4,0,HI,office_admin,34283,1.2158444898668677,0,38,0.75,0.55,0.45
50,4,1,TN,education,158366,0.899228279478848,1,44,0.45,0.2,0.8
51,4,0,MD,protective_service,108139,1.4076079145306721,1,49,0.25,0.15,0.85
52,1,0,WV,construction,53540,1.150046165450476,1,39,0.2,0.25,0.75
53,3,1,ID,healthcare_support,112731,1.8843532712198794,1,69,0.3,0.2,0.8
54,2,2,PA,business_financial,53624,0.9435552567010745,1,73,0.78,0.4,0.6
55,2,3,KS,sales,36124,1.6137823830358684,1,63,0.55,0.4,0.6
56,1,0,VT,installation,104078,1.480253892019391,1,45,0.25,0.2,0.8
57,4,0,KS,office_admin,43840,1.925828465493396,1,31,0.75,0.55,0.45
58,2,0,VA,office_admin,39489,1.0220939028076828,1,38,0.75,0.55,0.45
59,4,1,SD,management,127197,1.855489031644538,1,75,0.72,0.35,0.65
60,1,0,UT,education,136953,1.6562466216273606,0,72,0.45,0.2,0.8
61,3,0,ID,transportation,79070,1.5677454629912972,0,72,0.3,0.4,0.6
62,2,0,WA,education,30082,1.1615855388808995,0,54,0.45,0.2,0.8
63,1,3,MT,business_financial,44639,0.9002976807532832,0,52,0.78,0.4,0.6
64,1,0,HI,management,16798,1.3871311066905037,1,49,0.72,0.35,0.65
65,1,1,MD,production,24749,1.4607420039828867,1,28,0.35,0.45,0.55
66,1,0,NC,office_admin,51021,1.7819927732925862,1,23,0.75,0.55,0.45
67,4,2,KY,healthcare_practitioners,132104,1.857158217462711,1,43,0.4,0.1,0.9
68,3,1,NH,construction,311607,0.6471244387794286,1,51,0.2,0.25,0.75
69,3,1,RI,construction,143405,1.7375877553131431,1,38,0.2,0.25,0.75
70,3,0,WY,management,74830,1.422952038818039,1,31,0.72,0.35,0.65
71,3,1,CO,community_social,155901,0.8649902708129957,1,63,0.35,0.15,0.85
72,4,2,IA,installation,58736,1.6156476666219532,1,48,0.25,0.2,0.8
73,1,1,KS,building_grounds,35748,1.4158388921059668,1,49,0.18,0.3,0.7
74,2,0,CA,construction,20195,0.6108933106297627,0,46,0.2,0.25,0.75
75,3,0,NE,transportation,188700,0.5316335756797343,0,68,0.3,0.4,0.6
76,2,1,KY,construction,139837,1.3834611983038485,1,30,0.2,0.25,0.75
77,3,0,CT,building_grounds,47726,1.815343779628165,0,34,0.18,0.3,0.7
78,2,1,MO,sales,53626,0.56506126455497,1,64,0.55,0.4,0.6
79,3,1,CT,food_prep,28702,1.6395275592803955,0,44,0.2,0.25,0.75
80,2,1,MI,transportation,41994,1.8207522686570883,1,39,0.3,0.4,0.6
81,3,1,WA,transportation,125436,1.539601918659173,1,64,0.3,0.4,0.6
82,2,3,SC,building_grounds,15570,0.8475914507871494,0,54,0.18,0.3,0.7
83,2,1,TX,transportation,5216,1.9579934377688915,0,45,0.3,0.4,0.6
84,2,0,ME,production,9346,1.5007570532616228,0,43,0.35,0.45,0.55
85,3,1,OR,architecture_engineering,28445,0.7471666011260822,1,38,0.68,0.3,0.7
86,2,3,UT,transportation,238892,1.2281624589813873,1,65,0.3,0.4,0.6
87,2,2,NY,education,130635,1.6696911950130016,1,46,0.45,0.2,0.8
88,2,0,MD,business_financial,73621,1.9157031680224463,0,64,0.78,0.4,0.6
89,1,1,WI,office_admin,93671,1.9141593066742644,1,72,0.75,0.55,0.45
90,3,0,OK,sales,19782,1.5539525506319478,0,44,0.55,0.4,0.6
91,3,1,ME,transportation,29726,0.7059443307807669,1,66,0.3,0.4,0.6
92,3,0,IL,management,53619,1.296194551163353,1,32,0.72,0.35,0.65
93,4,1,GA,building_grounds,210275,0.9455499722389504,0,68,0.18,0.3,0.7
94,1,0,ND,computer_math,97689,0.8645483608124778,0,42,0.85,0.25,0.75
95,3,1,VT,healthcare_support,28547,1.2316083906916901,1,70,0.3,0.2,0.8
96,3,1,TX,installation,137356,1.1162293355446309,1,38,0.25,0.2,0.8
97,3,1,WV,business_financial,58538,0.906409265473485,0,61,0.78,0.4,0.6
98,1,1,VA,installation,29627,0.8925750907510519,1,38,0.25,0.2,0.8
99,1,1,KY,office_admin,20966,1.6312187016010284,0,66,0.75,0.55,0.45
100,2,0,ME,food_prep,24807,0.6217458985047415,1,44,0.2,0.25,0.75
101,2,0,ME,sales,120247,1.9387081558816135,1,26,0.55,0.4,0.6
102,1,2,MA,installation,23076,1.011505643487908,0,41,0.25,0.2,0.8
103,3,1,MA,architecture_engineering,184757,1.1395923343952745,1,42,0.68,0.3,0.7
104,2,2,WV,sales,107009,1.3320750814164057,0,70,0.55,0.4,0.6
105,1,0,RI,production,21055,1.0523211666150019,1,69,0.35,0.45,0.55
106,2,0,OH,transportation,16641,1.8682133072288707,0,26,0.3,0.4,0.6
107,1,1,NV,arts_media,19370,1.284522453090176,1,69,0.6,0.35,0.65
108,2,0,MS,computer_math,28011,0.6878430905053392,0,38,0.85,0.25,0.75
109,4,0,AR,education,111450,1.3674668541643769,1,39,0.45,0.2,0.8
110,2,2,CT,healthcare_practitioners,97694,0.9192844467470422,1,65,0.4,0.1,0.9
111,3,0,HI,office_admin,25386,0.545852713054046,0,57,0.75,0.55,0.45
112,1,1,ND,arts_media,64075,0.6122705453308299,1,26,0.6,0.35,0.65
113,3,3,AZ,food_prep,19284,1.917733651236631,0,65,0.2,0.25,0.75
114,3,1,KS,management,38138,1.5906496389070526,1,70,0.72,0.35,0.65
115,1,0,OH,education,33213,0.893049941631034,0,36,0.45,0.2,0.8
116,2,0,IA,food_prep,82452,1.324368612957187,1,40,0.2,0.25,0.75
117,4,1,RI,construction,48615,0.6120839868672192,1,74,0.2,0.25,0.75
118,3,0,RI,production,39400,1.9620981863699853,0,26,0.35,0.45,0.55
119,1,1,OH,building_grounds,36920,1.6834266008809209,0,55,0.18,0.3,0.7
120,2,0,WV,arts_media,19781,0.7483768550446257,0,46,0.6,0.35,0.65
121,1,1,MO,office_admin,15658,0.9108576452126727,0,43,0.75,0.55,0.45
122,1,1,KY,sales,127139,1.1574933180818334,1,52,0.55,0.4,0.6
123,2,1,LA,business_financial,136574,1.5609993304824457,1,50,0.78,0.4,0.6
124,2,2,VA,transportation,50031,1.8014395779464394,0,62,0.3,0.4,0.6
125,2,0,NY,production,28981,1.4752735149813816,0,36,0.35,0.45,0.55
126,1,1,CO,education,500000,0.519011735683307,1,62,0.45,0.2,0.8
127,1,2,IN,production,24818,1.7078966989647597,1,37,0.35,0.45,0.55
128,2,0,MD,healthcare_support,54333,0.8911373069277033,1,22,0.3,0.2,0.8
129,3,0,IL,transportation,82987,1.2505548673216254,1,75,0.3,0.4,0.6
130,2,0,IN,food_prep,39617,0.9862769374158233,0,50,0.2,0.25,0.75
131,4,0,AR,construction,20589,0.8304548355517909,1,42,0.2,0.25,0.75
132,1,0,NE,production,63683,1.1114654190605506,0,43,0.35,0.45,0.55
133,3,1,SC,construction,23161,1.4793014382012188,1,45,0.2,0.25,0.75
134,1,2,AR,education,46530,1.490206146496348,1,73,0.45,0.2,0.8
135,3,1,SC,healthcare_practitioners,34653,1.293804853106849,1,74,0.4,0.1,0.9
136,1,1,NJ,transportation,84423,0.5370764766121283,0,67,0.3,0.4,0.6
137,3,0,RI,sales,113657,1.3605823301477358,0,68,0.55,0.4,0.6
138,2,3,NE,installation,78841,0.5096390377730131,1,28,0.25,0.2,0.8
139,2,2,MN,food_prep,13878,1.9720140637364239,1,74,0.2,0.25,0.75
140,2,3,RI,community_social,56430,1.1017928334185854,1,70,0.35,0.15,0.85
141,1,3,DE,computer_math,77509,1.1641756946919486,1,25,0.85,0.25,0.75
142,2,1,IA,office_admin,20239,0.6025444297119975,0,69,0.75,0.55,0.45
143,3,0,MD,office_admin,65218,0.9413443296216428,1,34,0.75,0.55,0.45
144,2,0,NY,transportation,137825,0.9376150267198682,1,61,0.3,0.4,0.6
145,3,0,WV,transportation,14514,0.534754749503918,1,42,0.3,0.4,0.6
146,2,0,KY,protective_service,133513,1.7672265421133488,1,45,0.25,0.15,0.85
147,2,0,IL,building_grounds,86630,1.0158417836064473,1,34,0.18,0.3,0.7
148,2,0,MO,healthcare_practitioners,85610,0.6661428810330108,1,61,0.4,0.1,0.9
149,1,0,NM,architecture_engineering,134827,1.7228817743016407,1,71,0.68,0.3,0.7
150,2,0,RI,food_prep,60424,0.8262087994953617,1,25,0.2,0.25,0.75
151,4,3,NY,transportation,62081,0.6528573018731549,1,56,0.3,0.4,0.6
152,2,3,MO,transportation,79403,0.5304250337649137,0,58,0.3,0.4,0.6
153,4,0,NH,office_admin,105611,1.7535978549858555,1,66,0.75,0.55,0.45
154,3,3,HI,construction,146126,1.83345156442374,1,32,0.2,0.25,0.75
155,4,0,IA,sales,25965,1.68328029231634,1,53,0.55,0.4,0.6
156,3,0,MS,healthcare_support,68799,0.8477737082866952,1,30,0.3,0.2,0.8
157,3,1,RI,sales,37029,1.9406816236441955,1,63,0.55,0.4,0.6
158,2,1,TX,business_financial,70045,0.6592167768394575,1,46,0.78,0.4,0.6
159,3,2,AZ,education,41569,1.897955418098718,1,23,0.45,0.2,0.8
160,1,2,MO,production,96744,0.7315294245490804,1,75,0.35,0.45,0.55
161,4,0,WI,healthcare_support,8181,1.8326367802219465,1,48,0.3,0.2,0.8
162,2,2,NH,healthcare_practitioners,26021,1.72007702360861,1,22,0.4,0.1,0.9
163,2,3,NH,management,9550,1.7963347502518445,0,45,0.72,0.35,0.65
164,1,1,LA,architecture_engineering,48061,0.9090215198229998,1,59,0.68,0.3,0.7
165,2,1,NY,production,20324,1.279247411293909,1,52,0.35,0.45,0.55
166,2,1,MS,transportation,103169,1.371215558378026,1,29,0.3,0.4,0.6
167,1,0,IL,production,34749,1.7770488540409133,1,25,0.35,0.45,0.55
168,2,1,AZ,education,47892,1.7415430227993056,0,50,0.45,0.2,0.8
169,2,2,NH,office_admin,30366,1.2965893828077242,1,72,0.75,0.55,0.45
170,1,0,NM,building_grounds,67691,1.24159390386194,1,31,0.18,0.3,0.7
171,2,2,ME,transportation,10808,0.5074603020912036,1,36,0.3,0.4,0.6
172,1,2,NV,healthcare_practitioners,81465,1.4491630309494212,1,64,0.4,0.1,0.9
173,3,0,OH,production,51247,0.7470028449315578,1,55,0.35,0.45,0.55
174,2,0,DE,business_financial,143250,0.763731922255829,1,65,0.78,0.4,0.6
175,2,0,OK,installation,83350,1.5978091054130346,1,30,0.25,0.2,0.8
176,2,1,MO,personal_care,29416,1.6771916094003245,1,24,0.22,0.15,0.85
177,2,3,NC,sales,111715,0.7609702339395881,1,74,0.55,0.4,0.6
178,1,1,WV,sales,31170,1.4579016574425623,1,25,0.55,0.4,0.6
179,4,0,HI,arts_media,74328,0.790042269974947,0,72,0.6,0.35,0.65
180,2,0,AL,sales,52865,1.2437001500511542,0,35,0.55,0.4,0.6
181,3,3,MO,management,51587,1.8761908230371773,1,42,0.72,0.35,0.65
182,3,0,UT,business_financial,48399,1.8365032620495185,1,49,0.78,0.4,0.6
183,1,0,AZ,healthcare_practitioners,32053,1.4038364558946341,0,31,0.4,0.1,0.9
184,1,2,AR,office_admin,32995,1.7533896820386872,0,44,0.75,0.55,0.45
185,1,3,FL,healthcare_practitioners,39982,0.6525617360603064,1,27,0.4,0.1,0.9
186,2,0,PA,sales,33011,0.9362129693618044,0,23,0.55,0.4,0.6
187,1,0,SC,construction,31946,0.5214677894255146,0,69,0.2,0.25,0.75
188,2,0,NV,business_financial,19967,1.2159134048270062,1,65,0.78,0.4,0.6
189,2,1,OK,management,20048,1.3570677995448932,1,60,0.72,0.35,0.65
190,1,0,AR,office_admin,48963,1.295527487178333,0,62,0.75,0.55,0.45
191,2,0,NV,sales,139887,1.5966730404179543,1,59,0.55,0.4,0.6
192,2,2,NY,management,76769,0.6328703712206334,1,62,0.72,0.35,0.65
193,2,0,WA,education,52423,1.5464441252406687,1,56,0.45,0.2,0.8
194,3,1,NH,office_admin,9549,1.8438243410782889,1,64,0.75,0.55,0.45
195,1,1,VA,sales,28802,1.6306722786976025,1,46,0.55,0.4,0.6
196,3,0,MD,management,35988,1.869926955550909,1,26,0.72,0.35,0.65
197,3,0,LA,management,107838,0.7563299229368567,1,73,0.72,0.35,0.65
198,2,0,SD,education,16182,1.582599084591493,1,53,0.45,0.2,0.8
199,2,3,ID,office_admin,36983,1.9725441000191495,0,56,0.75,0.55,0.45
200,2,1,AL,food_prep,98617,1.9165584574220702,1,53,0.2,0.25,0.75
201,1,0,WV,transportation,33211,1.187068487983197,0,48,0.3,0.4,0.6
202,3,3,OH,construction,205478,1.2842622575117275,1,64,0.2,0.25,0.75
203,1,1,GA,sales,47429,1.8801297273021191,1,47,0.55,0.4,0.6
204,1,1,WY,food_prep,42201,1.4373527044663206,1,58,0.2,0.25,0.75
205,3,2,OK,sales,46839,0.8641320320311934,1,35,0.55,0.4,0.6
206,1,1,TX,arts_media,58643,0.7365283116232604,1,29,0.6,0.35,0.65
207,1,2,NC,food_prep,11076,1.2147240169579163,1,29,0.2,0.25,0.75
208,1,1,WY,sales,31057,0.5751655824715272,1,73,0.55,0.4,0.6
209,3,1,ND,healthcare_support,74203,0.8260145998792723,0,62,0.3,0.2,0.8
210,2,1,MI,healthcare_support,46392,0.5652357478393242,0,25,0.3,0.2,0.8
211,2,3,MD,healthcare_support,5371,1.6119778637075797,1,71,0.3,0.2,0.8
212,2,2,MT,healthcare_support,27860,0.721238684724085,1,51,0.3,0.2,0.8
213,3,0,MO,computer_math,93137,1.6982361651025712,1,27,0.85,0.25,0.75
214,2,2,NC,education,60867,1.7432294002501294,1,49,0.45,0.2,0.8
215,3,1,RI,community_social,18875,1.3933869072934613,1,37,0.35,0.15,0.85
216,2,0,OR,healthcare_practitioners,32719,0.6025245810160413,1,72,0.4,0.1,0.9
217,3,0,ME,food_prep,30361,1.8556103928713128,0,41,0.2,0.25,0.75
218,1,0,MD,community_social,34796,1.6150899064959958,0,75,0.35,0.15,0.85
219,1,1,AL,sales,29456,1.8628809489309788,1,67,0.55,0.4,0.6
220,2,1,OR,installation,18395,0.5626600253162906,1,52,0.25,0.2,0.8
221,3,0,MA,transportation,78710,0.6697695751208812,0,46,0.3,0.4,0.6
222,4,2,MI,construction,17631,1.400382079416886,1,59,0.2,0.25,0.75
223,4,0,MA,office_admin,45552,1.5142296424601227,1,47,0.75,0.55,0.45
224,4,3,MS,production,25334,1.620950190583244,1,62,0.35,0.45,0.55
225,1,0,CA,installation,34054,1.3042334710480645,1,48,0.25,0.2,0.8
226,3,0,LA,sales,35235,0.5096114773768932,1,50,0.55,0.4,0.6
227,2,1,VT,sales,20622,1.606485850410536,0,42,0.55,0.4,0.6
228,3,3,MO,healthcare_practitioners,41799,1.074959133984521,1,62,0.4,0.1,0.9
229,2,1,IA,healthcare_support,28910,1.22419936908409,1,67,0.3,0.2,0.8
230,2,1,ND,healthcare_practitioners,21492,1.6966274473816156,1,58,0.4,0.1,0.9
231,3,1,CT,education,47825,1.8944453644799069,0,24,0.45,0.2,0.8
232,1,0,FL,education,211771,1.2737780588213354,1,55,0.45,0.2,0.8
233,3,1,MS,office_admin,500000,1.635399718536064,1,61,0.75,0.55,0.45
234,3,0,NV,business_financial,10649,1.3571490390459076,1,31,0.78,0.4,0.6
235,3,0,OH,construction,54056,1.6180475130677223,1,47,0.2,0.25,0.75
236,2,1,ID,office_admin,44501,1.6890638512559235,1,23,0.75,0.55,0.45
237,2,1,FL,management,155539,0.6653502557892352,1,60,0.72,0.35,0.65
238,3,0,UT,office_admin,68796,1.3945346507243812,1,59,0.75,0.55,0.45
239,2,0,WV,healthcare_support,47583,0.7712793950922787,1,48,0.3,0.2,0.8
240,3,1,VT,office_admin,44748,0.7624137349193916,1,23,0.75,0.55,0.45
241,4,1,OH,healthcare_practitioners,60478,1.4134728324133903,0,70,0.4,0.1,0.9
242,4,3,NH,computer_math,443961,1.4851337710861117,1,34,0.85,0.25,0.75
243,4,0,GA,sales,34783,1.795370127656497,1,29,0.55,0.4,0.6
244,1,1,PA,food_prep,76525,1.6032391865737736,1,24,0.2,0.25,0.75
245,1,1,NC,healthcare_practitioners,156080,1.1356147759361193,0,53,0.4,0.1,0.9
246,3,0,LA,transportation,375160,0.5847413536394015,1,42,0.3,0.4,0.6
247,1,0,AL,sales,69606,1.3671553047606722,1,37,0.55,0.4,0.6
248,3,2,GA,business_financial,15362,0.9733254392631352,0,71,0.78,0.4,0.6
249,1,1,NJ,transportation,17290,1.920068887178786,1,63,0.3,0.4,0.6
250,1,0,HI,business_financial,31053,1.1187910571461543,1,75,0.78,0.4,0.6
251,2,1,NM,arts_media,140162,1.4743432089453563,1,46,0.6,0.35,0.65
252,3,2,MS,office_admin,66435,1.3681565311271697,1,33,0.75,0.55,0.45
253,2,0,NJ,management,62537,0.7806368169840425,1,49,0.72,0.35,0.65
254,1,0,MT,food_prep,123361,1.064858193974942,1,22,0.2,0.25,0.75
255,4,2,MT,installation,101871,1.316056770971045,0,29,0.25,0.2,0.8
256,4,0,MN,production,126474,1.2748581676278263,0,32,0.35,0.45,0.55
257,2,1,GA,management,41159,0.8941066453699023,0,70,0.72,0.35,0.65
258,3,0,NH,office_admin,43487,1.4243392567150295,1,73,0.75,0.55,0.45
259,4,1,MN,building_grounds,26527,1.1156364143826067,0,23,0.18,0.3,0.7
260,2,0,TN,architecture_engineering,173575,1.63158157793805,0,52,0.68,0.3,0.7
261,4,1,AL,transportation,32672,0.5675360937602818,1,39,0.3,0.4,0.6
262,3,0,NM,computer_math,47584,1.9681099524023011,0,68,0.85,0.25,0.75
263,2,0,NM,personal_care,48255,0.87407099630218,1,24,0.22,0.15,0.85
264,2,1,AZ,education,226708,1.3955459248973057,1,37,0.45,0.2,0.8
265,2,0,TX,sales,19548,1.6666594857815653,1,33,0.55,0.4,0.6
266,1,1,NM,office_admin,143541,0.9687845477601513,1,36,0.75,0.55,0.45
267,2,0,NE,transportation,331623,1.8450414926046506,1,41,0.3,0.4,0.6
268,2,0,VT,community_social,33506,0.7412480865605175,1,45,0.35,0.15,0.85
269,1,0,WY,farming,78685,0.5019831359386444,1,71,0.15,0.2,0.8
270,4,1,ID,office_admin,86737,0.9063929480034858,1,30,0.75,0.55,0.45
271,1,1,IN,office_admin,17076,1.449371007620357,1,32,0.75,0.55,0.45
272,1,1,MI,food_prep,29445,0.760173182352446,0,48,0.2,0.25,0.75
273,1,0,GA,installation,23204,1.444973381003365,0,64,0.25,0.2,0.8
274,3,2,CA,building_grounds,70062,1.3226904396433383,1,75,0.18,0.3,0.7
275,3,3,AZ,office_admin,19883,0.9644939615391195,0,67,0.75,0.55,0.45
276,3,0,HI,management,67131,1.5327879800461233,1,40,0.72,0.35,0.65
277,1,3,MT,healthcare_practitioners,27075,1.4959320889320225,1,54,0.4,0.1,0.9
278,3,0,CT,business_financial,12969,1.8482032624306157,1,58,0.78,0.4,0.6
279,1,3,NJ,computer_math,55698,1.8533738021505997,1,30,0.85,0.25,0.75
280,1,1,CO,education,18961,1.4519262646790594,1,40,0.45,0.2,0.8
281,3,0,WA,office_admin,49072,0.7325341297546402,1,35,0.75,0.55,0.45
282,3,0,ID,office_admin,119371,1.3204791116295382,1,53,0.75,0.55,0.45
283,2,0,IL,computer_math,27317,1.008654862176627,1,72,0.85,0.25,0.75
284,3,0,VA,office_admin,53037,1.7084958091145381,0,74,0.75,0.55,0.45
285,3,2,UT,office_admin,24255,0.9980885145487264,0,40,0.75,0.55,0.45
286,3,0,GA,personal_care,39979,0.849941888009198,0,53,0.22,0.15,0.85
287,3,0,GA,office_admin,71253,1.6155434959800914,0,50,0.75,0.55,0.45
288,1,1,CA,protective_service,252131,1.107514613890089,1,43,0.25,0.15,0.85
289,2,3,WA,sales,47479,1.1833305513719097,1,37,0.55,0.4,0.6
290,1,2,MN,legal,187684,1.1664346773177385,1,26,0.8,0.45,0.55
291,2,2,TN,education,22105,1.8268753201700747,1,56,0.45,0.2,0.8
292,3,0,MO,management,114366,1.768952323589474,0,43,0.72,0.35,0.65
293,3,2,CO,installation,152056,1.8291208809241652,1,72,0.25,0.2,0.8
294,1,0,IA,community_social,61735,0.868237612536177,1,63,0.35,0.15,0.85
295,2,0,UT,healthcare_practitioners,27751,1.9967995124170557,1,57,0.4,0.1,0.9
296,1,1,IN,computer_math,28041,1.9682692312635481,1,48,0.85,0.25,0.75
297,1,2,SC,healthcare_practitioners,125863,1.237359096761793,0,69,0.4,0.1,0.9
298,3,3,VT,education,40018,0.7393204485997558,1,60,0.45,0.2,0.8
299,2,0,TN,transportation,65668,1.27569419471547,0,50,0.3,0.4,0.6
300,2,0,GA,production,21314,0.7490832937182859,1,52,0.35,0.45,0.55
301,3,0,CT,education,53070,1.824265228700824,1,29,0.45,0.2,0.8
302,2,2,MS,production,39481,1.6658140283543617,0,64,0.35,0.45,0.55
303,2,2,NV,transportation,76993,1.0726615687599406,0,22,0.3,0.4,0.6
304,1,0,MD,building_grounds,78789,1.0822559096850455,1,52,0.18,0.3,0.7
305,2,0,DE,office_admin,34204,1.7270787046290934,1,49,0.75,0.55,0.45
306,3,0,HI,office_admin,23355,1.7020448435796425,1,75,0.75,0.55,0.45
307,1,0,CA,building_grounds,165123,0.731841096188873,1,28,0.18,0.3,0.7
308,2,3,IN,healthcare_practitioners,27863,0.9158653322374448,1,51,0.4,0.1,0.9
309,1,0,NE,food_prep,50638,0.8929167587775737,1,63,0.2,0.25,0.75
310,4,0,AR,installation,208703,1.8514218158088624,1,49,0.25,0.2,0.8
311,2,0,SD,computer_math,48032,1.0007493388839066,0,24,0.85,0.25,0.75
312,1,1,ME,sales,61206,1.0872740618651733,1,43,0.55,0.4,0.6
313,1,3,WI,production,386768,1.643626109114848,1,65,0.35,0.45,0.55
314,4,0,LA,education,60006,0.5202344821300358,0,72,0.45,0.2,0.8
315,2,0,CO,office_admin,153636,1.438421465922147,1,28,0.75,0.55,0.45
316,2,3,IA,construction,53894,1.5544644687324762,1,49,0.2,0.25,0.75
317,1,2,CT,sales,35235,1.9544666053261608,1,30,0.55,0.4,0.6
318,4,0,NY,food_prep,251236,0.5120660524116829,0,32,0.2,0.25,0.75
319,4,1,AK,personal_care,48290,1.7200543418293819,1,65,0.22,0.15,0.85
320,1,0,ID,management,58030,1.9991833571111783,1,56,0.72,0.35,0.65
321,2,3,MD,healthcare_practitioners,29535,0.5347703335573897,1,31,0.4,0.1,0.9
322,1,1,NC,computer_math,37409,1.6017465728800744,1,69,0.85,0.25,0.75
323,3,3,NE,office_admin,87994,1.4929468475747854,1,74,0.75,0.55,0.45
324,2,1,NE,personal_care,54020,1.7803254744503647,1,31,0.22,0.15,0.85
325,3,3,FL,production,86396,1.2709970680298284,1,73,0.35,0.45,0.55
326,2,1,KY,office_admin,48974,1.8778377297567204,1,38,0.75,0.55,0.45
327,3,0,AL,personal_care,52504,1.8587820281973109,1,34,0.22,0.15,0.85
328,3,1,OK,office_admin,50625,1.419978562509641,1,75,0.75,0.55,0.45
329,3,0,IA,office_admin,165382,1.828941734158434,1,38,0.75,0.55,0.45
330,2,0,ND,office_admin,111040,1.7000927531626076,1,45,0.75,0.55,0.45
331,2,1,IN,community_social,64090,1.2534313283395022,1,70,0.35,0.15,0.85
332,4,1,FL,healthcare_practitioners,85199,1.2179256787057966,0,48,0.4,0.1,0.9
333,1,3,TN,management,87409,1.3294155744370073,1,41,0.72,0.35,0.65
334,3,3,SC,office_admin,36437,1.5489677832229063,1,33,0.75,0.55,0.45
335,1,1,HI,office_admin,444765,0.6579880205681548,1,75,0.75,0.55,0.45
336,1,1,VT,office_admin,40189,0.9636905452935025,1,60,0.75,0.55,0.45
337,1,0,AZ,sales,57176,0.5150476490380242,1,43,0.55,0.4,0.6
